3.548E-04 = radius(micron) ionized PAH/graphitic solid             
w(micron)   Q_ext     Q_abs     Q_sca    g=<cos>
1.161E+01 3.273E-05 3.273E-05 2.753E-15 0.00E+00
1.148E+01 5.026E-05 5.026E-05 2.805E-15 0.00E+00
1.135E+01 7.856E-05 7.856E-05 2.978E-15 0.00E+00
1.122E+01 7.240E-05 7.240E-05 3.123E-15 0.00E+00
1.109E+01 4.356E-05 4.356E-05 3.273E-15 0.00E+00
1.096E+01 2.743E-05 2.743E-05 3.429E-15 0.00E+00
1.084E+01 1.999E-05 1.999E-05 3.591E-15 0.00E+00
1.072E+01 1.643E-05 1.643E-05 3.761E-15 0.00E+00
1.059E+01 1.469E-05 1.469E-05 3.937E-15 0.00E+00
1.047E+01 1.392E-05 1.392E-05 4.121E-15 0.00E+00
1.035E+01 1.375E-05 1.375E-05 4.314E-15 0.00E+00
1.023E+01 1.399E-05 1.399E-05 4.516E-15 0.00E+00
1.012E+01 1.456E-05 1.456E-05 4.728E-15 0.00E+00
1.000E+01 1.544E-05 1.544E-05 4.950E-15 0.00E+00
9.886E+00 1.662E-05 1.662E-05 5.182E-15 0.00E+00
9.772E+00 1.815E-05 1.815E-05 5.426E-15 0.00E+00
9.661E+00 2.009E-05 2.009E-05 5.681E-15 0.00E+00
9.550E+00 2.258E-05 2.258E-05 5.947E-15 0.00E+00
9.441E+00 2.578E-05 2.578E-05 6.226E-15 0.00E+00
9.333E+00 3.000E-05 3.000E-05 6.518E-15 0.00E+00
9.226E+00 3.574E-05 3.574E-05 6.824E-15 0.00E+00
9.120E+00 4.391E-05 4.391E-05 7.144E-15 0.00E+00
9.016E+00 5.620E-05 5.620E-05 7.479E-15 0.00E+00
8.913E+00 7.587E-05 7.587E-05 7.829E-15 0.00E+00
8.810E+00 1.089E-04 1.089E-04 8.196E-15 0.00E+00
8.710E+00 1.600E-04 1.600E-04 8.580E-15 0.00E+00
8.610E+00 2.025E-04 2.025E-04 8.982E-15 0.00E+00
8.511E+00 1.859E-04 1.859E-04 9.403E-15 0.00E+00
8.414E+00 1.499E-04 1.499E-04 9.843E-15 0.00E+00
8.318E+00 1.334E-04 1.334E-04 1.030E-14 0.00E+00
8.222E+00 1.361E-04 1.361E-04 1.079E-14 0.00E+00
8.128E+00 1.536E-04 1.536E-04 1.129E-14 0.00E+00
8.035E+00 1.843E-04 1.843E-04 1.182E-14 0.00E+00
7.943E+00 2.266E-04 2.266E-04 1.237E-14 0.00E+00
7.852E+00 2.745E-04 2.745E-04 1.295E-14 0.00E+00
7.762E+00 3.119E-04 3.119E-04 1.355E-14 0.00E+00
7.674E+00 3.185E-04 3.185E-04 1.419E-14 0.00E+00
7.586E+00 2.892E-04 2.892E-04 1.485E-14 0.00E+00
7.499E+00 2.404E-04 2.404E-04 1.555E-14 0.00E+00
7.413E+00 1.911E-04 1.911E-04 1.628E-14 0.00E+00
7.328E+00 1.502E-04 1.502E-04 1.704E-14 0.00E+00
7.244E+00 1.191E-04 1.191E-04 1.783E-14 0.00E+00
7.161E+00 9.623E-05 9.623E-05 1.867E-14 0.00E+00
7.079E+00 7.959E-05 7.959E-05 1.954E-14 0.00E+00
6.998E+00 6.758E-05 6.758E-05 2.046E-14 0.00E+00
6.918E+00 5.910E-05 5.910E-05 2.141E-14 0.00E+00
6.839E+00 5.347E-05 5.347E-05 2.241E-14 0.00E+00
6.761E+00 5.034E-05 5.034E-05 2.346E-14 0.00E+00
6.683E+00 4.978E-05 4.978E-05 2.456E-14 0.00E+00
6.607E+00 5.234E-05 5.234E-05 2.571E-14 0.00E+00
6.531E+00 5.936E-05 5.936E-05 2.691E-14 0.00E+00
6.457E+00 7.375E-05 7.375E-05 2.817E-14 0.00E+00
6.383E+00 1.011E-04 1.011E-04 2.948E-14 0.00E+00
6.310E+00 1.487E-04 1.487E-04 3.085E-14 0.00E+00
6.237E+00 2.046E-04 2.046E-04 3.231E-14 0.00E+00
6.166E+00 2.050E-04 2.050E-04 3.381E-14 0.00E+00
6.095E+00 1.471E-04 1.471E-04 3.539E-14 0.00E+00
6.026E+00 9.565E-05 9.565E-05 3.704E-14 0.00E+00
5.957E+00 6.439E-05 6.439E-05 3.877E-14 0.00E+00
5.888E+00 4.610E-05 4.610E-05 4.058E-14 0.00E+00
5.821E+00 3.489E-05 3.489E-05 4.248E-14 0.00E+00
5.754E+00 2.761E-05 2.761E-05 4.446E-14 0.00E+00
5.689E+00 2.262E-05 2.262E-05 4.653E-14 0.00E+00
5.623E+00 1.904E-05 1.904E-05 4.870E-14 0.00E+00
5.559E+00 1.637E-05 1.637E-05 5.097E-14 0.00E+00
5.495E+00 1.432E-05 1.432E-05 5.335E-14 0.00E+00
5.433E+00 1.270E-05 1.270E-05 5.584E-14 0.00E+00
5.370E+00 1.140E-05 1.140E-05 5.844E-14 0.00E+00
5.309E+00 1.032E-05 1.032E-05 6.116E-14 0.00E+00
5.248E+00 9.427E-06 9.427E-06 6.401E-14 0.00E+00
5.188E+00 8.669E-06 8.669E-06 6.699E-14 0.00E+00
5.129E+00 8.021E-06 8.021E-06 7.011E-14 0.00E+00
5.070E+00 7.460E-06 7.460E-06 7.337E-14 0.00E+00
5.012E+00 6.972E-06 6.972E-06 7.678E-14 0.00E+00
4.955E+00 6.544E-06 6.544E-06 8.036E-14 0.00E+00
4.898E+00 6.165E-06 6.165E-06 8.410E-14 0.00E+00
4.842E+00 5.828E-06 5.828E-06 8.802E-14 0.00E+00
4.786E+00 5.528E-06 5.528E-06 9.212E-14 0.00E+00
4.732E+00 5.259E-06 5.259E-06 9.640E-14 0.00E+00
4.677E+00 5.016E-06 5.016E-06 1.009E-13 0.00E+00
4.624E+00 4.798E-06 4.798E-06 1.056E-13 0.00E+00
4.571E+00 4.599E-06 4.599E-06 1.105E-13 0.00E+00
4.519E+00 4.420E-06 4.420E-06 1.156E-13 0.00E+00
4.467E+00 4.256E-06 4.256E-06 1.210E-13 0.00E+00
4.416E+00 4.107E-06 4.107E-06 1.266E-13 0.00E+00
4.365E+00 3.971E-06 3.971E-06 1.325E-13 0.00E+00
4.315E+00 3.846E-06 3.846E-06 1.387E-13 0.00E+00
4.266E+00 3.733E-06 3.733E-06 1.451E-13 0.00E+00
4.217E+00 3.629E-06 3.629E-06 1.519E-13 0.00E+00
4.169E+00 3.534E-06 3.534E-06 1.589E-13 0.00E+00
4.121E+00 3.447E-06 3.447E-06 1.663E-13 0.00E+00
4.074E+00 3.367E-06 3.367E-06 1.741E-13 0.00E+00
4.027E+00 3.295E-06 3.295E-06 1.821E-13 0.00E+00
3.981E+00 3.229E-06 3.229E-06 1.906E-13 0.00E+00
3.936E+00 3.169E-06 3.169E-06 1.994E-13 0.00E+00
3.890E+00 3.116E-06 3.116E-06 2.087E-13 0.00E+00
3.846E+00 3.068E-06 3.068E-06 2.184E-13 0.00E+00
3.802E+00 3.025E-06 3.025E-06 2.285E-13 0.00E+00
3.758E+00 2.989E-06 2.989E-06 2.392E-13 0.00E+00
3.715E+00 2.959E-06 2.959E-06 2.503E-13 0.00E+00
3.673E+00 2.935E-06 2.935E-06 2.619E-13 0.00E+00
3.631E+00 2.920E-06 2.920E-06 2.741E-13 0.00E+00
3.589E+00 2.917E-06 2.917E-06 2.868E-13 0.00E+00
3.548E+00 2.929E-06 2.929E-06 3.001E-13 0.00E+00
3.508E+00 2.967E-06 2.967E-06 3.140E-13 0.00E+00
3.467E+00 3.054E-06 3.054E-06 3.286E-13 0.00E+00
3.428E+00 3.252E-06 3.252E-06 3.438E-13 0.00E+00
3.388E+00 3.772E-06 3.772E-06 3.598E-13 0.00E+00
3.350E+00 5.713E-06 5.713E-06 3.765E-13 0.00E+00
3.311E+00 1.887E-05 1.887E-05 3.939E-13 0.00E+00
3.273E+00 1.035E-05 1.035E-05 4.122E-13 0.00E+00
3.236E+00 4.534E-06 4.534E-06 4.314E-13 0.00E+00
3.199E+00 3.449E-06 3.449E-06 4.513E-13 0.00E+00
3.162E+00 3.087E-06 3.087E-06 4.722E-13 0.00E+00
3.126E+00 2.932E-06 2.932E-06 4.941E-13 0.00E+00
3.090E+00 2.850E-06 2.850E-06 5.170E-13 0.00E+00
3.055E+00 2.805E-06 2.805E-06 5.409E-13 0.00E+00
3.020E+00 2.779E-06 2.779E-06 5.660E-13 0.00E+00
2.985E+00 2.766E-06 2.766E-06 5.922E-13 0.00E+00
2.951E+00 2.759E-06 2.759E-06 6.196E-13 0.00E+00
2.917E+00 2.759E-06 2.759E-06 6.483E-13 0.00E+00
2.884E+00 2.763E-06 2.763E-06 6.784E-13 0.00E+00
2.851E+00 2.771E-06 2.771E-06 7.098E-13 0.00E+00
2.818E+00 2.781E-06 2.781E-06 7.426E-13 0.00E+00
2.786E+00 2.794E-06 2.794E-06 7.769E-13 0.00E+00
2.754E+00 2.809E-06 2.809E-06 8.128E-13 0.00E+00
2.723E+00 2.826E-06 2.826E-06 8.504E-13 0.00E+00
2.692E+00 2.845E-06 2.845E-06 8.896E-13 0.00E+00
2.661E+00 2.865E-06 2.865E-06 9.309E-13 0.00E+00
2.630E+00 2.887E-06 2.887E-06 9.738E-13 0.00E+00
2.600E+00 2.911E-06 2.911E-06 1.019E-12 0.00E+00
2.570E+00 2.935E-06 2.935E-06 1.066E-12 0.00E+00
2.541E+00 2.961E-06 2.961E-06 1.115E-12 0.00E+00
2.512E+00 2.988E-06 2.988E-06 1.166E-12 0.00E+00
2.483E+00 3.016E-06 3.016E-06 1.220E-12 0.00E+00
2.455E+00 3.047E-06 3.047E-06 1.277E-12 0.00E+00
2.427E+00 3.078E-06 3.078E-06 1.336E-12 0.00E+00
2.399E+00 3.111E-06 3.111E-06 1.397E-12 0.00E+00
2.371E+00 3.145E-06 3.145E-06 1.462E-12 0.00E+00
2.344E+00 3.181E-06 3.181E-06 1.529E-12 0.00E+00
2.317E+00 3.218E-06 3.218E-06 1.600E-12 0.00E+00
2.291E+00 3.256E-06 3.256E-06 1.674E-12 0.00E+00
2.265E+00 3.296E-06 3.296E-06 1.751E-12 0.00E+00
2.239E+00 3.336E-06 3.336E-06 1.832E-12 0.00E+00
2.213E+00 3.379E-06 3.379E-06 1.917E-12 4.29E-07
2.188E+00 3.423E-06 3.423E-06 2.006E-12 4.38E-07
2.163E+00 3.468E-06 3.468E-06 2.098E-12 4.46E-07
2.138E+00 3.514E-06 3.514E-06 2.195E-12 4.55E-07
2.113E+00 3.562E-06 3.562E-06 2.296E-12 4.64E-07
2.089E+00 3.610E-06 3.610E-06 2.402E-12 4.73E-07
2.065E+00 3.659E-06 3.659E-06 2.513E-12 4.83E-07
2.042E+00 3.710E-06 3.710E-06 2.629E-12 4.92E-07
2.018E+00 3.762E-06 3.762E-06 2.750E-12 5.02E-07
1.995E+00 3.816E-06 3.816E-06 2.877E-12 5.12E-07
1.972E+00 3.871E-06 3.871E-06 3.010E-12 5.22E-07
1.950E+00 3.927E-06 3.927E-06 3.148E-12 5.32E-07
1.928E+00 3.985E-06 3.985E-06 3.294E-12 5.43E-07
1.905E+00 4.045E-06 4.045E-06 3.446E-12 5.53E-07
1.884E+00 4.106E-06 4.106E-06 3.605E-12 5.64E-07
1.862E+00 4.168E-06 4.168E-06 3.771E-12 5.75E-07
1.841E+00 4.232E-06 4.232E-06 3.945E-12 5.87E-07
1.820E+00 4.298E-06 4.298E-06 4.127E-12 5.98E-07
1.799E+00 4.365E-06 4.365E-06 4.317E-12 6.09E-07
1.778E+00 4.434E-06 4.434E-06 4.517E-12 6.21E-07
1.758E+00 4.504E-06 4.504E-06 4.725E-12 6.33E-07
1.738E+00 4.576E-06 4.576E-06 4.943E-12 6.46E-07
1.718E+00 4.649E-06 4.649E-06 5.170E-12 6.58E-07
1.698E+00 4.724E-06 4.724E-06 5.409E-12 6.71E-07
1.679E+00 4.800E-06 4.800E-06 5.658E-12 6.84E-07
1.660E+00 4.878E-06 4.878E-06 5.918E-12 6.98E-07
1.641E+00 4.957E-06 4.957E-06 6.190E-12 7.11E-07
1.622E+00 5.036E-06 5.036E-06 6.475E-12 7.26E-07
1.603E+00 5.117E-06 5.117E-06 6.773E-12 7.40E-07
1.585E+00 5.200E-06 5.200E-06 7.084E-12 7.55E-07
1.567E+00 5.284E-06 5.284E-06 7.411E-12 7.70E-07
1.549E+00 5.370E-06 5.370E-06 7.752E-12 7.85E-07
1.531E+00 5.458E-06 5.458E-06 8.110E-12 8.01E-07
1.514E+00 5.548E-06 5.548E-06 8.484E-12 8.16E-07
1.496E+00 5.640E-06 5.640E-06 8.876E-12 8.32E-07
1.479E+00 5.735E-06 5.735E-06 9.286E-12 8.48E-07
1.462E+00 5.832E-06 5.832E-06 9.715E-12 8.65E-07
1.445E+00 5.931E-06 5.931E-06 1.016E-11 8.81E-07
1.429E+00 6.034E-06 6.034E-06 1.063E-11 8.98E-07
1.413E+00 6.139E-06 6.139E-06 1.112E-11 9.15E-07
1.396E+00 6.246E-06 6.246E-06 1.164E-11 9.32E-07
1.380E+00 6.356E-06 6.356E-06 1.217E-11 9.49E-07
1.365E+00 6.468E-06 6.468E-06 1.273E-11 9.67E-07
1.349E+00 6.581E-06 6.581E-06 1.332E-11 9.86E-07
1.334E+00 6.698E-06 6.698E-06 1.393E-11 1.00E-06
1.318E+00 6.816E-06 6.816E-06 1.458E-11 1.02E-06
1.303E+00 6.937E-06 6.937E-06 1.525E-11 1.04E-06
1.288E+00 7.060E-06 7.060E-06 1.595E-11 1.06E-06
1.274E+00 7.185E-06 7.185E-06 1.668E-11 1.08E-06
1.259E+00 7.313E-06 7.313E-06 1.745E-11 1.11E-06
1.245E+00 7.442E-06 7.442E-06 1.825E-11 1.13E-06
1.230E+00 7.573E-06 7.573E-06 1.909E-11 1.15E-06
1.216E+00 7.708E-06 7.708E-06 1.997E-11 1.17E-06
1.202E+00 7.845E-06 7.845E-06 2.089E-11 1.19E-06
1.189E+00 7.986E-06 7.986E-06 2.186E-11 1.22E-06
1.175E+00 8.130E-06 8.130E-06 2.286E-11 1.24E-06
1.161E+00 8.277E-06 8.277E-06 2.392E-11 1.26E-06
1.148E+00 8.429E-06 8.428E-06 2.502E-11 1.29E-06
1.135E+00 8.584E-06 8.584E-06 2.617E-11 1.31E-06
1.122E+00 8.743E-06 8.743E-06 2.737E-11 1.34E-06
1.109E+00 8.908E-06 8.908E-06 2.863E-11 1.36E-06
1.096E+00 9.077E-06 9.077E-06 2.995E-11 1.39E-06
1.084E+00 9.250E-06 9.250E-06 3.133E-11 1.42E-06
1.072E+00 9.428E-06 9.427E-06 3.277E-11 1.44E-06
1.059E+00 9.610E-06 9.610E-06 3.428E-11 1.47E-06
1.047E+00 9.797E-06 9.797E-06 3.585E-11 1.50E-06
1.035E+00 9.990E-06 9.990E-06 3.750E-11 1.53E-06
1.023E+00 1.019E-05 1.019E-05 3.922E-11 1.55E-06
1.012E+00 1.039E-05 1.039E-05 4.102E-11 1.58E-06
1.000E+00 1.060E-05 1.060E-05 4.291E-11 1.61E-06
9.886E-01 1.082E-05 1.082E-05 4.488E-11 1.65E-06
9.772E-01 1.104E-05 1.104E-05 4.694E-11 1.68E-06
9.661E-01 1.127E-05 1.127E-05 4.909E-11 1.71E-06
9.550E-01 1.151E-05 1.151E-05 5.134E-11 1.74E-06
9.441E-01 1.176E-05 1.176E-05 5.369E-11 1.78E-06
9.333E-01 1.202E-05 1.202E-05 5.615E-11 1.81E-06
9.226E-01 1.229E-05 1.229E-05 5.872E-11 1.85E-06
9.120E-01 1.258E-05 1.258E-05 6.140E-11 1.88E-06
9.016E-01 1.287E-05 1.287E-05 6.421E-11 1.92E-06
8.913E-01 1.318E-05 1.318E-05 6.714E-11 1.96E-06
8.810E-01 1.351E-05 1.351E-05 7.021E-11 2.00E-06
8.710E-01 1.386E-05 1.386E-05 7.341E-11 2.04E-06
8.610E-01 1.424E-05 1.424E-05 7.676E-11 2.08E-06
8.511E-01 1.464E-05 1.464E-05 8.026E-11 2.12E-06
8.414E-01 1.507E-05 1.507E-05 8.392E-11 2.16E-06
8.318E-01 1.554E-05 1.554E-05 8.774E-11 2.21E-06
8.222E-01 1.605E-05 1.605E-05 9.174E-11 2.25E-06
8.128E-01 1.662E-05 1.662E-05 9.592E-11 2.30E-06
8.035E-01 1.725E-05 1.725E-05 1.003E-10 2.35E-06
7.943E-01 1.795E-05 1.795E-05 1.049E-10 2.39E-06
7.852E-01 1.874E-05 1.874E-05 1.096E-10 2.44E-06
7.762E-01 1.963E-05 1.963E-05 1.146E-10 2.49E-06
7.674E-01 2.066E-05 2.066E-05 1.198E-10 2.55E-06
7.586E-01 2.185E-05 2.185E-05 1.253E-10 2.60E-06
7.499E-01 2.324E-05 2.324E-05 1.310E-10 2.65E-06
7.413E-01 2.487E-05 2.487E-05 1.370E-10 2.71E-06
7.328E-01 2.681E-05 2.681E-05 1.432E-10 2.77E-06
7.244E-01 2.915E-05 2.915E-05 1.497E-10 2.83E-06
7.161E-01 3.197E-05 3.197E-05 1.565E-10 2.89E-06
7.079E-01 3.543E-05 3.543E-05 1.636E-10 2.95E-06
6.998E-01 3.972E-05 3.972E-05 1.711E-10 3.01E-06
6.918E-01 4.508E-05 4.508E-05 1.789E-10 3.08E-06
6.839E-01 5.187E-05 5.187E-05 1.870E-10 3.15E-06
6.761E-01 6.057E-05 6.057E-05 1.956E-10 3.21E-06
6.683E-01 7.186E-05 7.186E-05 2.045E-10 3.28E-06
6.607E-01 8.669E-05 8.669E-05 2.138E-10 3.36E-06
6.531E-01 1.064E-04 1.064E-04 2.236E-10 3.43E-06
6.457E-01 1.329E-04 1.329E-04 2.339E-10 3.51E-06
6.383E-01 1.688E-04 1.688E-04 2.446E-10 3.59E-06
6.310E-01 2.175E-04 2.175E-04 2.558E-10 3.67E-06
6.237E-01 2.827E-04 2.827E-04 2.676E-10 3.75E-06
6.166E-01 3.671E-04 3.671E-04 2.799E-10 3.83E-06
6.095E-01 4.699E-04 4.699E-04 2.928E-10 3.92E-06
6.026E-01 5.846E-04 5.846E-04 3.063E-10 4.00E-06
5.957E-01 7.007E-04 7.007E-04 3.204E-10 4.09E-06
5.888E-01 8.090E-04 8.090E-04 3.352E-10 4.18E-06
5.821E-01 9.046E-04 9.046E-04 3.507E-10 4.28E-06
5.754E-01 9.867E-04 9.867E-04 3.670E-10 4.37E-06
5.689E-01 1.057E-03 1.057E-03 3.841E-10 4.47E-06
5.623E-01 1.119E-03 1.119E-03 4.020E-10 4.57E-06
5.559E-01 1.178E-03 1.178E-03 4.207E-10 4.67E-06
5.495E-01 1.239E-03 1.239E-03 4.404E-10 4.77E-06
5.433E-01 1.310E-03 1.310E-03 4.611E-10 4.88E-06
5.370E-01 1.401E-03 1.401E-03 4.828E-10 4.98E-06
5.309E-01 1.522E-03 1.522E-03 5.056E-10 5.09E-06
5.248E-01 1.685E-03 1.685E-03 5.295E-10 5.20E-06
5.188E-01 1.899E-03 1.899E-03 5.546E-10 5.32E-06
5.129E-01 2.165E-03 2.165E-03 5.810E-10 5.43E-06
5.070E-01 2.469E-03 2.469E-03 6.087E-10 5.55E-06
5.012E-01 2.786E-03 2.786E-03 6.377E-10 5.67E-06
4.955E-01 3.094E-03 3.094E-03 6.683E-10 5.79E-06
4.898E-01 3.384E-03 3.384E-03 7.004E-10 5.92E-06
4.842E-01 3.656E-03 3.656E-03 7.340E-10 6.04E-06
4.786E-01 3.913E-03 3.913E-03 7.692E-10 6.17E-06
4.732E-01 4.160E-03 4.160E-03 8.061E-10 6.30E-06
4.677E-01 4.401E-03 4.401E-03 8.449E-10 6.43E-06
4.624E-01 4.638E-03 4.638E-03 8.857E-10 6.56E-06
4.571E-01 4.874E-03 4.874E-03 9.285E-10 6.69E-06
4.519E-01 5.111E-03 5.111E-03 9.735E-10 6.83E-06
4.467E-01 5.351E-03 5.351E-03 1.021E-09 6.96E-06
4.416E-01 5.593E-03 5.593E-03 1.071E-09 7.10E-06
4.365E-01 5.840E-03 5.840E-03 1.123E-09 7.23E-06
4.315E-01 6.090E-03 6.090E-03 1.177E-09 7.36E-06
4.266E-01 6.346E-03 6.346E-03 1.234E-09 7.50E-06
4.217E-01 6.608E-03 6.608E-03 1.294E-09 7.63E-06
4.169E-01 6.875E-03 6.875E-03 1.357E-09 7.77E-06
4.121E-01 7.148E-03 7.148E-03 1.423E-09 7.90E-06
4.074E-01 7.427E-03 7.427E-03 1.493E-09 8.04E-06
4.027E-01 7.713E-03 7.713E-03 1.565E-09 8.18E-06
3.981E-01 8.005E-03 8.005E-03 1.642E-09 8.32E-06
3.935E-01 8.303E-03 8.303E-03 1.722E-09 8.46E-06
3.890E-01 8.609E-03 8.609E-03 1.806E-09 8.60E-06
3.846E-01 8.922E-03 8.922E-03 1.894E-09 8.74E-06
3.802E-01 9.241E-03 9.241E-03 1.987E-09 8.89E-06
3.758E-01 9.568E-03 9.568E-03 2.085E-09 9.03E-06
3.715E-01 9.902E-03 9.902E-03 2.189E-09 9.17E-06
3.673E-01 1.024E-02 1.024E-02 2.298E-09 9.31E-06
3.631E-01 1.059E-02 1.059E-02 2.414E-09 9.46E-06
3.589E-01 1.095E-02 1.095E-02 2.537E-09 9.62E-06
3.548E-01 1.131E-02 1.131E-02 2.668E-09 9.77E-06
3.508E-01 1.168E-02 1.168E-02 2.807E-09 9.91E-06
3.467E-01 1.206E-02 1.206E-02 2.955E-09 1.00E-05
3.428E-01 1.244E-02 1.244E-02 3.112E-09 1.02E-05
3.388E-01 1.284E-02 1.284E-02 3.280E-09 1.03E-05
3.350E-01 1.324E-02 1.324E-02 3.459E-09 1.04E-05
3.311E-01 1.365E-02 1.365E-02 3.650E-09 1.05E-05
3.273E-01 1.406E-02 1.406E-02 3.854E-09 1.05E-05
3.236E-01 1.449E-02 1.449E-02 4.074E-09 1.05E-05
3.199E-01 1.492E-02 1.492E-02 4.309E-09 1.05E-05
3.162E-01 1.536E-02 1.536E-02 4.560E-09 1.05E-05
3.126E-01 1.580E-02 1.580E-02 4.827E-09 1.04E-05
3.090E-01 1.626E-02 1.626E-02 5.112E-09 1.02E-05
3.055E-01 1.672E-02 1.672E-02 5.415E-09 1.01E-05
3.020E-01 1.716E-02 1.716E-02 5.740E-09 9.82E-06
2.985E-01 1.747E-02 1.747E-02 6.088E-09 9.53E-06
2.951E-01 1.781E-02 1.781E-02 6.462E-09 9.18E-06
2.917E-01 1.817E-02 1.817E-02 6.866E-09 8.77E-06
2.884E-01 1.858E-02 1.858E-02 7.307E-09 8.28E-06
2.851E-01 1.902E-02 1.902E-02 7.786E-09 7.71E-06
2.818E-01 1.951E-02 1.951E-02 8.341E-09 6.91E-06
2.786E-01 2.005E-02 2.005E-02 8.933E-09 6.09E-06
2.754E-01 2.064E-02 2.064E-02 9.570E-09 5.28E-06
2.723E-01 2.130E-02 2.130E-02 1.027E-08 4.46E-06
2.692E-01 2.204E-02 2.204E-02 1.103E-08 3.68E-06
2.661E-01 2.286E-02 2.286E-02 1.188E-08 2.95E-06
2.630E-01 2.379E-02 2.379E-02 1.284E-08 2.29E-06
2.600E-01 2.483E-02 2.483E-02 1.392E-08 1.72E-06
2.570E-01 2.600E-02 2.600E-02 1.513E-08 1.27E-06
2.541E-01 2.731E-02 2.731E-02 1.647E-08 9.61E-07
2.512E-01 2.880E-02 2.880E-02 1.798E-08 7.77E-07
2.483E-01 3.048E-02 3.048E-02 1.969E-08 7.04E-07
2.455E-01 3.237E-02 3.237E-02 2.165E-08 7.37E-07
2.427E-01 3.448E-02 3.448E-02 2.391E-08 8.91E-07
2.399E-01 3.683E-02 3.683E-02 2.652E-08 1.17E-06
2.371E-01 3.940E-02 3.940E-02 2.936E-08 1.59E-06
2.344E-01 4.217E-02 4.217E-02 3.240E-08 2.10E-06
2.317E-01 4.505E-02 4.505E-02 3.557E-08 2.65E-06
2.291E-01 4.795E-02 4.795E-02 3.883E-08 3.22E-06
2.265E-01 5.070E-02 5.070E-02 4.216E-08 3.82E-06
2.239E-01 5.308E-02 5.308E-02 4.569E-08 4.44E-06
2.213E-01 5.489E-02 5.489E-02 4.933E-08 5.11E-06
2.188E-01 5.591E-02 5.591E-02 5.224E-08 5.86E-06
2.163E-01 5.604E-02 5.604E-02 5.363E-08 6.71E-06
2.138E-01 5.524E-02 5.524E-02 5.350E-08 7.60E-06
2.113E-01 5.365E-02 5.365E-02 5.237E-08 8.49E-06
2.089E-01 5.144E-02 5.144E-02 5.041E-08 9.41E-06
2.065E-01 4.885E-02 4.885E-02 4.778E-08 1.03E-05
2.042E-01 4.607E-02 4.607E-02 4.460E-08 1.13E-05
2.018E-01 4.328E-02 4.328E-02 4.109E-08 1.23E-05
1.995E-01 4.061E-02 4.061E-02 3.745E-08 1.33E-05
1.972E-01 3.812E-02 3.812E-02 3.385E-08 1.44E-05
1.950E-01 3.584E-02 3.584E-02 3.044E-08 1.55E-05
1.928E-01 3.380E-02 3.380E-02 2.729E-08 1.66E-05
1.905E-01 3.199E-02 3.199E-02 2.444E-08 1.77E-05
1.884E-01 3.039E-02 3.039E-02 2.184E-08 1.89E-05
1.862E-01 2.898E-02 2.898E-02 1.959E-08 2.01E-05
1.841E-01 2.774E-02 2.774E-02 1.766E-08 2.14E-05
1.820E-01 2.666E-02 2.666E-02 1.602E-08 2.28E-05
1.799E-01 2.571E-02 2.571E-02 1.463E-08 2.42E-05
1.778E-01 2.487E-02 2.487E-02 1.350E-08 2.56E-05
1.758E-01 2.414E-02 2.414E-02 1.256E-08 2.71E-05
1.738E-01 2.350E-02 2.350E-02 1.180E-08 2.86E-05
1.718E-01 2.293E-02 2.293E-02 1.120E-08 3.01E-05
1.698E-01 2.244E-02 2.244E-02 1.075E-08 3.17E-05
1.679E-01 2.201E-02 2.201E-02 1.046E-08 3.32E-05
1.660E-01 2.165E-02 2.165E-02 1.031E-08 3.48E-05
1.641E-01 2.136E-02 2.136E-02 1.033E-08 3.64E-05
1.622E-01 2.113E-02 2.113E-02 1.050E-08 3.79E-05
1.603E-01 2.097E-02 2.097E-02 1.081E-08 3.95E-05
1.585E-01 2.086E-02 2.086E-02 1.129E-08 4.10E-05
1.567E-01 2.081E-02 2.081E-02 1.190E-08 4.26E-05
1.549E-01 2.081E-02 2.081E-02 1.266E-08 4.43E-05
1.531E-01 2.087E-02 2.087E-02 1.355E-08 4.59E-05
1.514E-01 2.098E-02 2.098E-02 1.460E-08 4.76E-05
1.496E-01 2.114E-02 2.114E-02 1.581E-08 4.94E-05
1.479E-01 2.135E-02 2.135E-02 1.722E-08 5.11E-05
1.462E-01 2.162E-02 2.162E-02 1.883E-08 5.28E-05
1.445E-01 2.193E-02 2.193E-02 2.069E-08 5.46E-05
1.429E-01 2.231E-02 2.231E-02 2.278E-08 5.64E-05
1.413E-01 2.274E-02 2.274E-02 2.510E-08 5.82E-05
1.396E-01 2.322E-02 2.322E-02 2.767E-08 6.01E-05
1.380E-01 2.376E-02 2.376E-02 3.045E-08 6.20E-05
1.365E-01 2.437E-02 2.436E-02 3.355E-08 6.40E-05
1.349E-01 2.503E-02 2.503E-02 3.702E-08 6.62E-05
1.334E-01 2.575E-02 2.575E-02 4.088E-08 6.85E-05
1.318E-01 2.654E-02 2.654E-02 4.518E-08 7.10E-05
1.303E-01 2.740E-02 2.740E-02 4.995E-08 7.36E-05
1.288E-01 2.888E-02 2.888E-02 5.526E-08 7.64E-05
1.274E-01 3.000E-02 3.000E-02 6.113E-08 7.94E-05
1.259E-01 3.118E-02 3.118E-02 6.761E-08 8.26E-05
1.245E-01 3.240E-02 3.240E-02 7.477E-08 8.59E-05
1.230E-01 3.368E-02 3.368E-02 8.265E-08 8.94E-05
1.216E-01 3.501E-02 3.501E-02 9.126E-08 9.29E-05
1.202E-01 3.639E-02 3.639E-02 1.007E-07 9.62E-05
